DATE,UNIX_TIME,Year,Month,POONDI,CHOLA VARAM,RED HILLS,TAMARAI PAKKAM,CHEMBARAM BAKKAM,KORATTUR ANICUT,VEERANAM,NUNGAM BAKKAM,MEENAM BAKKAM
03.01.11,1298917800000.0,2011,03,0,0,0,0,57,0,,,
04.01.11,1301596200000.0,2011,04,2.2,0,0,0,0,0,,,
05.01.11,1304188200000.0,2011,05,2,0,0,0,2,0,,,
08.01.11,1312137000000.0,2011,08,0,0,1,0,0,0,,,
22.02.11,1298313000000.0,2011,02,27.6,12,15,10,34,5,,,
23.02.11,1298399400000.0,2011,02,18,42,48,9,45,18,,,
24.02.11,1298485800000.0,2011,02,1.6,5,4,51,2,6,,,
22.04.11,1303410600000.0,2011,04,3.4,4,26,0,5,0,,,
23.04.11,1303497000000.0,2011,04,19.4,18,22.6,9,2,30,,,
24.04.11,1303583400000.0,2011,04,5.2,0,0,1,0,0,,,
26.04.11,1303756200000.0,2011,04,0,0,5,0,0,0,,,
21.05.11,1305916200000.0,2011,05,39,29,4,89,45,47,,,
22.05.11,1306002600000.0,2011,05,0,0,0,0,3,0,,,
02.06.11,1296930600000.0,2011,02,17.6,8,2,79,40,83,,,
07.06.11,1309890600000.0,2011,07,7.4,32,42,9,22,73,,,
13.06.11,1307903400000.0,2011,06,0,4,3.2,3,0,0,,,
15.06.11,1308076200000.0,2011,06,14.4,0,21,2,25,26,,,
21.06.11,1308594600000.0,2011,06,1,0,0,0,0,0,,,
24.06.11,1308853800000.0,2011,06,17.2,2,3.4,7,5,26,,,
25.06.11,1308940200000.0,2011,06,0,0,5.3,4,0,0,,,
02.07.11,1297017000000.0,2011,02,24.2,10,5,39,4,0,,,
03.07.11,1299436200000.0,2011,03,9.4,10,12,12,30,9,,,
05.07.11,1304706600000.0,2011,05,0,0,0,0,16,15,,,
06.07.11,1307385000000.0,2011,06,0,5,1.4,11,0,0,,,
07.07.11,1309977000000.0,2011,07,9.4,15,32.2,24,35,36,,,
12.07.11,1323196200000.0,2011,12,17,0,0,3,9,6,,,
14.07.11,1310581800000.0,2011,07,2.4,0,2,0,0,0,,,
17.07.11,1310841000000.0,2011,07,0,0,0,0,3,0,,,
19.07.11,1311013800000.0,2011,07,1.2,0,0,0,0,0,,,
20.07.11,1311100200000.0,2011,07,3.6,8,1.2,0,47,6,,,
23.07.11,1311359400000.0,2011,07,6,0,2,1,4,0,,,
24.07.11,1311445800000.0,2011,07,5.6,0,0,0,0,0,,,
25.07.11,1311532200000.0,2011,07,5.8,0,0,0,2,0,,,
27.07.11,1311705000000.0,2011,07,27,2,5.2,34,15,17,,,
28.07.11,1311791400000.0,2011,07,8,14.2,11.2,23,13,22,,,
01.08.11,1294425000000.0,2011,01,2.2,2,3,5,0,0,,,
03.08.11,1299522600000.0,2011,03,1.4,0,0,3,3,0,,,
05.08.11,1304793000000.0,2011,05,0.6,0,0,0,6,0,,,
06.08.11,1307471400000.0,2011,06,20.6,44,42,23,16,0,,,
08.08.11,1312741800000.0,2011,08,5.8,5,0,11,0,0,,,
09.08.11,1315420200000.0,2011,09,9,28,16,2,10,10,,,
10.08.11,1318012200000.0,2011,10,0,0,0,0,3,7,,,
11.08.11,1320690600000.0,2011,11,23.2,48,25,54,35,42,,,
12.08.11,1323282600000.0,2011,12,5,0,0,0,0,0,,,
13.08.11,1313173800000.0,2011,08,0.8,0,0,0,0,0,,,
16.08.11,1313433000000.0,2011,08,5,11,0,0,0,18,,,
17.08.11,1313519400000.0,2011,08,0,0,0,7,0,6,,,
18.08.11,1313605800000.0,2011,08,2.8,0,12,16,34,8,,,
19.08.11,1313692200000.0,2011,08,41,6,18,20,3,7,,,
21.08.11,1313865000000.0,2011,08,40.2,80,81,78,99,101,,,
22.08.11,1313951400000.0,2011,08,4.6,0,0,6,0,0,,,
24.08.11,1314124200000.0,2011,08,0,36,12,0,0,0,,,
25.08.11,1314210600000.0,2011,08,21.4,21,27,10,60,105,,,
26.08.11,1314297000000.0,2011,08,0,2,0,0,10,3,,,
27.08.11,1314383400000.0,2011,08,22.2,7,13,8,40,26,,,
28.08.11,1314469800000.0,2011,08,0,3,0,0,9,0,,,
02.09.11,1297189800000.0,2011,02,0,0,0,1,0,0,,,
06.09.11,1307557800000.0,2011,06,0,0,0,4,40,8,,,
07.09.11,1310149800000.0,2011,07,0,0,0,1,3,0,,,
08.09.11,1312828200000.0,2011,08,0,2,0,2,0,0,,,
09.09.11,1315506600000.0,2011,09,0.4,0,6,0,2,19,,,
12.09.11,1323369000000.0,2011,12,2.6,0,0,5,0,0,,,
13.09.11,1315852200000.0,2011,09,13.2,0,0,0,5,0,,,
14.09.11,1315938600000.0,2011,09,25.2,8,4,22,0,0,,,
15.09.11,1316025000000.0,2011,09,36.2,2,3,0,6,0,,,
16.09.11,1316111400000.0,2011,09,8,32,44,15,45,13,,,
17.09.11,1316197800000.0,2011,09,3.4,15,42,13,60,54,,,
18.09.11,1316284200000.0,2011,09,1.6,0,2,1,3,22,,,
19.09.11,1316370600000.0,2011,09,0,0,0,1,0,0,,,
20.09.11,1316457000000.0,2011,09,63,40,57,56,90,44,,,
21.09.11,1316543400000.0,2011,09,1.6,0,8,2,0,0,,,
30.09.11,1317321000000.0,2011,09,10.2,0,11,9,16,15,,,
03.10.11,1299695400000.0,2011,03,30.4,0,1,1,2,3,,,
06.10.11,1307644200000.0,2011,06,0,0,0,0,3,20,,,
12.10.11,1323455400000.0,2011,12,9,17,27,25,2,0,,,
13.10.11,1318444200000.0,2011,10,1,0,0,0,1,4,,,
14.10.11,1318530600000.0,2011,10,15.6,0,0,0,0,0,,,
15.10.11,1318617000000.0,2011,10,16,0,0,10,5,6,,,
16.10.11,1318703400000.0,2011,10,0,0,0,0,17,0,,,
18.10.11,1318876200000.0,2011,10,0,0,0,0,1,0,,,
19.10.11,1318962600000.0,2011,10,0,0,0,0,35,17,,,
23.10.11,1319308200000.0,2011,10,25.2,0,0,0,0,4,,,
24.10.11,1319394600000.0,2011,10,11,3,90,0,24,2,,,
25.10.11,1319481000000.0,2011,10,3.4,3,16,4,45,28,,,
26.10.11,1319567400000.0,2011,10,5,13,29.5,12,30,7,,,
27.10.11,1319653800000.0,2011,10,12.6,14,25,30,30,15,,,
28.10.11,1319740200000.0,2011,10,0,7,11,3,0,0,,,
29.10.11,1319826600000.0,2011,10,1.8,4,3,4,2,10,,,
30.10.11,1319913000000.0,2011,10,33.8,34,26.4,46,31,62,,,
31.10.11,1319999400000.0,2011,10,2.2,5,1,3,3,7,,,
01.11.11,1294684200000.0,2011,01,0,4,5,8,48,4,,,
02.11.11,1297362600000.0,2011,02,19.4,21,36,21,41,20,,,
03.11.11,1299781800000.0,2011,03,1,0,5,9,9,0,,,
04.11.11,1302460200000.0,2011,04,41.2,46,65,71,7,24,,,
05.11.11,1305052200000.0,2011,05,54,11,25,13,60,30,,,
06.11.11,1307730600000.0,2011,06,33.2,36,76,90,76,95,,,
17.11.11,1321468200000.0,2011,11,3.6,5,4,2,2,0,,,
18.11.11,1321554600000.0,2011,11,34.4,10,20,26,44,17,,,
19.11.11,1321641000000.0,2011,11,10.4,2,2,0,9,0,,,
25.11.11,1322159400000.0,2011,11,40.6,40,35,40,60,33,,,
26.11.11,1322245800000.0,2011,11,40,44,51,42,36,95,,,
27.11.11,1322332200000.0,2011,11,138,76,77,83,59,76,,,
28.11.11,1322418600000.0,2011,11,20.2,10,28,28,43,50,,,
29.11.11,1322505000000.0,2011,11,1.8,3,5,4,2,5,,,
09.12.11,1315765800000.0,2011,09,1.4,0,0,2,0,0,,,
10.12.11,1318357800000.0,2011,10,7.6,0,1.8,15,3,0,,,
15.12.11,1323887400000.0,2011,12,0,4,3,3,8,0,,,
16.12.11,1323973800000.0,2011,12,9.8,0,0,11,25,18,,,
29.12.11,1325097000000.0,2011,12,0,0,1,1,0,0,,,
30.12.11,1325183400000.0,2011,12,31.8,32,53,51,59,30,,,
31.12.11,1325269800000.0,2011,12,52.6,40,49,44,86,70,,,
09.01.10,1283279400000.0,2010,09,0,1,2,1,1,1,,,
14.01.10,1263407400000.0,2010,01,3,0,0,0,0,0,,,
01.05.10,1262629800000.0,2010,01,1,2,2,0,5,2,,,
02.05.10,1265308200000.0,2010,02,0,2,0,4,6,0,,,
05.05.10,1272997800000.0,2010,05,1,0,0,0,0,3,,,
19.05.10,1274207400000.0,2010,05,13,28,71,16,44,20,,,
20.05.10,1274293800000.0,2010,05,86,130,143,108,65,62,,,
22.05.10,1274466600000.0,2010,05,0,0,0,0,0,1,,,
05.06.10,1273084200000.0,2010,05,0,5,10,15,0,0,,,
06.06.10,1275762600000.0,2010,06,0,0,0,0,5,0,,,
07.06.10,1278354600000.0,2010,07,3,0,0,0,1,8,,,
08.06.10,1281033000000.0,2010,08,2,0,0,0,0,0,,,
09.06.10,1283711400000.0,2010,09,12,11,8,8,0,0,,,
10.06.10,1286303400000.0,2010,10,13,4,22,5,8,16,,,
11.06.10,1288981800000.0,2010,11,0,0,0,0,1,0,,,
12.06.10,1291573800000.0,2010,12,2,8,6,3,0,3,,,
13.06.10,1276367400000.0,2010,06,1,0,0,0,2,4,,,
14.06.10,1276453800000.0,2010,06,2,0,0,0,0,0,,,
22.06.10,1277145000000.0,2010,06,0,5,1,2,0,0,,,
26.06.10,1277490600000.0,2010,06,1,0,0,0,3,2,,,
27.06.10,1277577000000.0,2010,06,3,2,0,9,18,6,,,
28.06.10,1277663400000.0,2010,06,38,84,75,104,50,49,,,
29.06.10,1277749800000.0,2010,06,0,0,0,0,0,1,,,
05.07.10,1273170600000.0,2010,05,3.4,2,0,3,4,6,,,
06.07.10,1275849000000.0,2010,06,3.4,11,17,1,4,11,,,
07.07.10,1278441000000.0,2010,07,5.6,0,1,8,11,2,,,
08.07.10,1281119400000.0,2010,08,0,0,0,0,3,0,,,
09.07.10,1283797800000.0,2010,09,0,2,0,3,0,0,,,
10.07.10,1286389800000.0,2010,10,3,0,0,67,0,2,,,
13.07.10,1278959400000.0,2010,07,11.6,17,38,24,24,35,,,
17.07.10,1279305000000.0,2010,07,33.4,47,15,55,4,7,,,
18.07.10,1279391400000.0,2010,07,48.6,110,50,35,18,80,,,
19.07.10,1279477800000.0,2010,07,18.4,9,12,10,7,10,,,
20.07.10,1279564200000.0,2010,07,4.8,4,4,2,3,0,,,
21.07.10,1279650600000.0,2010,07,17.6,33,20,21,10,11,,,
22.07.10,1279737000000.0,2010,07,2.6,0,0,0,3,2,,,
28.07.10,1280255400000.0,2010,07,10.4,4,9.6,9,6,25,,,
29.07.10,1280341800000.0,2010,07,1.6,4,7.4,2,2,8,,,
30.07.10,1280428200000.0,2010,07,23,80,49,53,13,23,,,
31.07.10,1280514600000.0,2010,07,21,30,22,32,0,7,,,
01.08.10,1262889000000.0,2010,01,0.6,0,3.6,5,0,0,,,
03.08.10,1267986600000.0,2010,03,0,0,0,0,0,2,,,
08.08.10,1281205800000.0,2010,08,1,1,6,0,0,0,,,
09.08.10,1283884200000.0,2010,09,0,0,1,0,12,11,,,
13.08.10,1281637800000.0,2010,08,32,9,15,7,0,66,,,
14.08.10,1281724200000.0,2010,08,26,2,8,2,5,28,,,
16.08.10,1281897000000.0,2010,08,0,27,36,0,0,0,,,
18.08.10,1282069800000.0,2010,08,50,45,42,34,68,60,,,
19.08.10,1282156200000.0,2010,08,35,16,45,59,35,40,,,
21.08.10,1282329000000.0,2010,08,7.6,2,11,56,25,0,,,
22.08.10,1282415400000.0,2010,08,18,15,11,12,63,27,,,
23.08.10,1282501800000.0,2010,08,30,138,110,46,38,30,,,
24.08.10,1282588200000.0,2010,08,2,38,7,6,27,25,,,
25.08.10,1282674600000.0,2010,08,6,7,10,10,12,10,,,
26.08.10,1282761000000.0,2010,08,5.8,5,12,13,0,0,,,
30.08.10,1283106600000.0,2010,08,30,11,10,22,2,15,,,
31.08.10,1283193000000.0,2010,08,0,0,1,1,9,15,,,
03.09.10,1268073000000.0,2010,03,13,51,29,25,3,3,,,
04.09.10,1270751400000.0,2010,04,0,0,2,2,0,2,,,
05.09.10,1273343400000.0,2010,05,0,1,2,0,16,7,,,
06.09.10,1276021800000.0,2010,06,1,0,0,2,8,10,,,
10.09.10,1286562600000.0,2010,10,88,80,20,44,39,67,,,
11.09.10,1289241000000.0,2010,11,7,0,2,65,3,10,,,
12.09.10,1291833000000.0,2010,12,0,2,1,0,0,0,,,
13.09.10,1284316200000.0,2010,09,0,0,1,41,2,15,,,
14.09.10,1284402600000.0,2010,09,9.4,5,1,5,5,8,,,
15.09.10,1284489000000.0,2010,09,0.8,0,0,3,0,0,,,
18.09.10,1284748200000.0,2010,09,0,20,14,1,0,0,,,
25.09.10,1285353000000.0,2010,09,1.4,0,0,29,0,0,,,
26.09.10,1285439400000.0,2010,09,0,0,0,0,15,26,,,
27.09.10,1285525800000.0,2010,09,6,90,28,17,2,15,,,
28.09.10,1285612200000.0,2010,09,0,0,3,2,5,0,,,
02.10.10,1265740200000.0,2010,02,0,0,1,0,0,0,,,
03.10.10,1268159400000.0,2010,03,6.2,12,18,3,34,25,,,
04.10.10,1270837800000.0,2010,04,0,2,1,2,0,0,,,
06.10.10,1276108200000.0,2010,06,0,50,18,0,0,0,,,
07.10.10,1278700200000.0,2010,07,8.2,5,1,15,7,12,,,
17.10.10,1287253800000.0,2010,10,0,4,9,4,2,0,,,
20.10.10,1287513000000.0,2010,10,0,2,7,25,0,0,,,
21.10.10,1287599400000.0,2010,10,0,0,0,0,9,0,,,
22.10.10,1287685800000.0,2010,10,0,5,0,0,0,10,,,
24.10.10,1287858600000.0,2010,10,6.6,4,3,9,0,0,,,
26.10.10,1288031400000.0,2010,10,0,3,0,5,0,0,,,
27.10.10,1288117800000.0,2010,10,1,0,0,2,0,0,,,
29.10.10,1288290600000.0,2010,10,15,45,60,43,72,27,,,
30.10.10,1288377000000.0,2010,10,22,60,42,28,35,22,,,
31.10.10,1288463400000.0,2010,10,14.2,3,12,17,13,15,,,
02.11.10,1265826600000.0,2010,02,2.4,40,25,1,4,20,,,
03.11.10,1268245800000.0,2010,03,0,4,5,0,0,0,,,
04.11.10,1270924200000.0,2010,04,5.4,0,0,0,5,13,,,
05.11.10,1273516200000.0,2010,05,7.6,1,9,8,5,10,,,
06.11.10,1276194600000.0,2010,06,2.2,0,0,0,12,0,,,
07.11.10,1278786600000.0,2010,07,4.8,15,10,7,12,5,,,
08.11.10,1281465000000.0,2010,08,21.8,37,41,22,49,37,,,
10.11.10,1286735400000.0,2010,10,0,0,0,9,16,0,,,
11.11.10,1289413800000.0,2010,11,0,2,9,19,20,0,,,
12.11.10,1292005800000.0,2010,12,9,0,4,66,0,0,,,
14.11.10,1289673000000.0,2010,11,3.6,0,0,0,0,0,,,
15.11.10,1289759400000.0,2010,11,0,0,0,2,0,0,,,
16.11.10,1289845800000.0,2010,11,25,28,34,37,3,15,,,
17.11.10,1289932200000.0,2010,11,26.2,50,49,55,57,82,,,
18.11.10,1290018600000.0,2010,11,13,20,14,9,25,17,,,
19.11.10,1290105000000.0,2010,11,1,0,0,0,2,0,,,
21.11.10,1290277800000.0,2010,11,0,0,10,0,26,0,,,
22.11.10,1290364200000.0,2010,11,0,0,0,0,2,0,,,
24.11.10,1290537000000.0,2010,11,1,0,4,0,0,12,,,
26.11.10,1290709800000.0,2010,11,1,0,4,2,2,0,,,
27.11.10,1290796200000.0,2010,11,0,0,0,0,3,0,,,
30.11.10,1291055400000.0,2010,11,0,0,2,4,0,0,,,
01.12.10,1263234600000.0,2010,01,20,126,41,12,25,15,,,
02.12.10,1265913000000.0,2010,02,34.4,85,35,83,71,28,,,
03.12.10,1268332200000.0,2010,03,7.8,0,2,6,5,0,,,
04.12.10,1271010600000.0,2010,04,0,0,1,0,0,0,,,
05.12.10,1273602600000.0,2010,05,3,2,5,8,2,0,,,
06.12.10,1276281000000.0,2010,06,36,49,62,54,75,50,,,
07.12.10,1278873000000.0,2010,07,40.3,38,55,70,54,69,,,
08.12.10,1281551400000.0,2010,08,1.8,3,2,4,8,0,,,
09.12.10,1284229800000.0,2010,09,4.2,1,0,24,1,0,,,
10.12.10,1286821800000.0,2010,10,0,1,0,0,0,0,,,
12.12.10,1292092200000.0,2010,12,0,8,14,0,0,0,,,
14.12.10,1292265000000.0,2010,12,2,0,0,15,18,0,,,
16.12.10,1292437800000.0,2010,12,2,0,0,0,18,0,,,
17.12.10,1292524200000.0,2010,12,0,2,7,2,5,15,,,
18.12.10,1292610600000.0,2010,12,2,2,5,2,11,0,,,
20.12.10,1292783400000.0,2010,12,9,5,8,8,5,11,,,
21.12.10,1292869800000.0,2010,12,0,0,4,0,8,0,,,
02.01.14,1391193000000.0,2014,02,0,0,0,0,0,0,0,0,0.5
03.01.14,1393612200000.0,2014,03,0,0,0,0,0,0,0,0.1,0
20.01.14,1390156200000.0,2014,01,0,0,0,0,0,0,0,0,0.5
21.01.14,1390242600000.0,2014,01,0,0,0,0,0,0,0,0,0.4
17.02.14,1392575400000.0,2014,02,0,0,0,0,0,0,0,9.2,4.6
18.02.14,1392661800000.0,2014,02,4.0,0,3.6,0,0,0,0,0.4,4.6
19.02.14,1392748200000.0,2014,02,0,0,0,0.4,0,0,0,0.1,0.3
20.02.14,1392834600000.0,2014,02,0,0,0.4,0,0,0,0,0,0
24.02.14,1393180200000.0,2014,02,0,0,0,0,0,0,5,0,0.6
25.02.14,1393266600000.0,2014,02,0,0,0,0,0,0,14,0.2,0.7
05.05.14,1399228200000.0,2014,05,15.6,1,1,4,4,0,36,9.1,13.9
06.05.14,1401906600000.0,2014,06,0,0,10,0,0,0,60,3.2,2.9
07.05.14,1404498600000.0,2014,07,0,0,0,3,0,0,77,0,1.6
08.05.14,1407177000000.0,2014,08,12,5,4.6,7,6,14,54,1.2,2.4
09.05.14,1409855400000.0,2014,09,0,0,0,0,0,0,5,0,0.3
23.05.14,1400783400000.0,2014,05,0,0,0,0,0,3,0,0,0
24.05.14,1400869800000.0,2014,05,3.2,0,0,0,6,0,0,0,0
27.05.14,1401129000000.0,2014,05,0,0,0,0,0,0,37,0,0
03.06.14,1394044200000.0,2014,03,21.2,0,0,0,17,0,33,0.5,21.8
04.06.14,1396722600000.0,2014,04,2.6,0,0,0,0,0,0,0,0
05.06.14,1399314600000.0,2014,05,44.6,0,0,0,0,0,0,0,0
06.06.14,1401993000000.0,2014,06,0,0,0,56,4,16,0,0,0
07.06.14,1404585000000.0,2014,07,0,0,0,2,0,0,0,0,0
09.06.14,1409941800000.0,2014,09,12,32,39,17,60,33,0,36.7,51.8
10.06.14,1412533800000.0,2014,10,11.6,11,7,26,2,5,0,8.3,2.5
13.06.14,1402597800000.0,2014,06,0,0,0,0,0,0,0,0,3.6
15.06.14,1402770600000.0,2014,06,0,0,0,0,0,0,6,0,0
18.06.14,1403029800000.0,2014,06,0,0,0,0,0,0,0,0,0.5
21.06.14,1403289000000.0,2014,06,2.4,0,0.6,0,0,0,0,1.7,0
22.06.14,1403375400000.0,2014,06,3.6,0,0,4,10,3,0,2.8,10.4
23.06.14,1403461800000.0,2014,06,0,0,0,2,0,0,0,0.9,1.2
29.06.14,1403980200000.0,2014,06,0,12,15,13,32,5,0,25.5,62.6
30.06.14,1404066600000.0,2014,06,16,13,12,17,43,33,13,20.3,34.2
01.07.14,1389033000000.0,2014,01,0,15,21,9,0,12,0,7,0
02.07.14,1391711400000.0,2014,02,0,0,0,0,0,0,4.5,0,0
06.07.14,1402079400000.0,2014,06,67,62,26,38,25,32,0,1.5,3.4
07.07.14,1404671400000.0,2014,07,4.4,0,0,4,0,0,42,0.6,0.8
08.07.14,1407349800000.0,2014,08,1.2,0,2,0,0,0,8,5.1,3.5
11.07.14,1415298600000.0,2014,11,18,2,2.6,7,12,22,0,8.9,8.8
12.07.14,1417890600000.0,2014,12,0,0,1,0,0,14,0,1.4,4.3
15.07.14,1405362600000.0,2014,07,0,0,0,0,0,0,0,1.4,1.1
21.07.14,1405881000000.0,2014,07,4,0,0,0,0,0,0,2.7,0.5
22.07.14,1405967400000.0,2014,07,0,0,0.2,0,2,6,0,8.2,0.2
23.07.14,1406053800000.0,2014,07,3.6,0,1.8,0,0,0,0,2.8,3.1
25.07.14,1406226600000.0,2014,07,1.6,5,5.8,8,0,0,0,7,0.4
26.07.14,1406313000000.0,2014,07,0,0,0,0,0,0,0,2.7,6.3
27.07.14,1406399400000.0,2014,07,0,0,0,0,0,0,29,1.3,2.9
28.07.14,1406485800000.0,2014,07,0,0,0,0,0,0,20,0,0
30.07.14,1406658600000.0,2014,07,1.6,10,5,4,3,3,0,8.3,1.1
31.07.14,1406745000000.0,2014,07,0,0,0,0,2,0,0,0,0.4
02.08.14,1391797800000.0,2014,02,26.8,7,16,35,0,5,0,37.1,0.2
03.08.14,1394217000000.0,2014,03,0,0,0,0,0,0,0,0.2,0
04.08.14,1396895400000.0,2014,04,8.2,0,0,4,12,6,0,12.2,14.7
06.08.14,1402165800000.0,2014,06,10.8,8,7.2,16,7,0,0,10,2.2
07.08.14,1404757800000.0,2014,07,10.4,22,13,10,5,10,0,8.6,6.3
09.08.14,1410114600000.0,2014,09,7,15,25,14,65,26,0,25.5,33.9
10.08.14,1412706600000.0,2014,10,0,0,0,3,10,14,6,3,4.4
11.08.14,1415385000000.0,2014,11,1.4,0,0,0,2,0,0,2.6,8.4
12.08.14,1417977000000.0,2014,12,34.4,6,25,24,10,30,5,19.8,22.2
13.08.14,1407868200000.0,2014,08,12.2,0,1,4,6,25,1,5.9,5.6
15.08.14,1408041000000.0,2014,08,0,0,0,3,1,0,0,2.6,0.1
16.08.14,1408127400000.0,2014,08,18,4,1.2,8.6,0,21,10,0,0
17.08.14,1408213800000.0,2014,08,0,0,0,0,0,0,74,0,0
19.08.14,1408386600000.0,2014,08,0,0,0,0,0,0,0,0,0.2
21.08.14,1408559400000.0,2014,08,0,0,0,0,0,0,24,0,0
24.08.14,1408818600000.0,2014,08,0,0,0,0,0,0,11,0,0
25.08.14,1408905000000.0,2014,08,35,10,20,54,25,54,0,89.3,85.2
26.08.14,1408991400000.0,2014,08,16,0,0,3,0,0,0,0,0
27.08.14,1409077800000.0,2014,08,0,2,3,3,0,7,0,5.4,0.2
30.08.14,1409337000000.0,2014,08,0,0,0,0,0,0,0,0.4,0
02.09.14,1391884200000.0,2014,02,8,0,0,2,0,0,0,0,0
03.09.14,1394303400000.0,2014,03,0,0,0,0,0,0,3.2,0,0
04.09.14,1396981800000.0,2014,04,4,33,19,66,69,45,0,26.9,59.2
05.09.14,1399573800000.0,2014,05,1.2,0,0,0,0,0,0,0.1,0
06.09.14,1402252200000.0,2014,06,15.6,26,20,8,12,6,7,33,15.8
07.09.14,1404844200000.0,2014,07,5.6,4,1.4,1,0,0,0,2.8,0.1
08.09.14,1407522600000.0,2014,08,4,2,4,17,0,0,0,8.1,3.7
09.09.14,1410201000000.0,2014,09,0,0,0,0,0,0,0,0,0.1
12.09.14,1418063400000.0,2014,12,0,0,0,0,0,0,0,1.2,0
13.09.14,1410546600000.0,2014,09,16,19,5,14,5,23,0,2.2,0.6
14.09.14,1410633000000.0,2014,09,0,0,0,0,0,0,0,0.3,0.2
15.09.14,1410719400000.0,2014,09,9.8,6,5.4,24,2,4,0,14.1,3
16.09.14,1410805800000.0,2014,09,37,14,13.6,18.4,51,15,5,21.4,24.8
17.09.14,1410892200000.0,2014,09,7,0,1.6,0,5,4,0,0.7,1.3
18.09.14,1410978600000.0,2014,09,0,7,5.2,1.6,4,0,16,2.5,4.5
19.09.14,1411065000000.0,2014,09,2.4,0,0,0,2,2,0,tr,0.8
20.09.14,1411151400000.0,2014,09,0,0,0,0,0,0,0,0.2,0
22.09.14,1411324200000.0,2014,09,35,3,6.2,14.8,65,14,0,13.3,31.4
23.09.14,1411410600000.0,2014,09,11.6,0,0,0,7,18,0,0,0
24.09.14,1411497000000.0,2014,09,27.2,0,0,0,0,0,0,0,0
25.09.14,1411583400000.0,2014,09,0,0,0,0,0,0,0,0,1.1
26.09.14,1411669800000.0,2014,09,1.2,0,0,0,0,0,0,0,0
27.09.14,1411756200000.0,2014,09,25.2,0,0,0,0,0,11,0,0
28.09.14,1411842600000.0,2014,09,1,0,0,5.4,6,26,0,3.5,4.4
29.09.14,1411929000000.0,2014,09,1,0,0,0,5,0,0,0.5,0.5
08.10.14,1407609000000.0,2014,08,15.4,0,0,14.2,20,15,0,4.8,14.8
09.10.14,1410287400000.0,2014,09,1.6,0,0,0,0,0,0,0,0
10.10.14,1412879400000.0,2014,10,7.8,0,0,0,0,7,0,18.6,4.4
16.10.14,1413397800000.0,2014,10,11.8,10,1,19.2,0,13,33,0.5,1.7
17.10.14,1413484200000.0,2014,10,0,2,3.2,4.8,0,0,3,0.2,3.4
18.10.14,1413570600000.0,2014,10,56,30,54,21,95,36,87,161.9,115.3
19.10.14,1413657000000.0,2014,10,36.6,49,48,35,64,66,40,52,74.8
20.10.14,1413743400000.0,2014,10,27.4,54,91,47,27,55,89.5,42.1,33.2
21.10.14,1413829800000.0,2014,10,13,8,9,16.5,20,24,58,32.9,24
22.10.14,1413916200000.0,2014,10,0,0,1.4,0,5,10,18,0.1,0
23.10.14,1414002600000.0,2014,10,3.2,5.0,11.8,6,5,0,10,5.4,3.8
24.10.14,1414089000000.0,2014,10,27,67,56.4,55,52,63,17.4,78.1,85.8
25.10.14,1414175400000.0,2014,10,2,4,11.2,8,15,0,0,0.8,0.3
26.10.14,1414261800000.0,2014,10,9.2,0,0,1.6,10,0,77,6.8,0.8
27.10.14,1414348200000.0,2014,10,0,0,0,2,2,0,7,0,5.3
28.10.14,1414434600000.0,2014,10,0,3,5,0,0,0,0,1.3,0
01.11.14,1389378600000.0,2014,01,17,18,31,29,5,7,0,32.8,26.6
02.11.14,1392057000000.0,2014,02,3,36,25,9,5,9,11.5,19.1,9.8
