DATE,UNIX_TIME,Year,Month,POONDI,CHOLA VARAM,RED HILLS,TAMARAI PAKKAM,CHEMBARAM BAKKAM,KORATTUR ANICUT,VEERANAM,NUNGAM BAKKAM,MEENAM BAKKAM
03.11.14,1394476200000.0,2014,03,0,15,13,4,10,6,25,24.6,9.1
04.11.14,1397154600000.0,2014,04,0,0,0,0,0,0,2,0.1,0
09.11.14,1410373800000.0,2014,09,0,0,0,1.8,0,0,0,2.2,0.5
12.11.14,1418236200000.0,2014,12,1,4,6.4,0,15,5,0,13,25.9
13.11.14,1415817000000.0,2014,11,96,113,90,100.4,82,92,33,80.2,77.1
14.11.14,1415903400000.0,2014,11,23,40,40.2,38,27,45,121,16,20.4
15.11.14,1415989800000.0,2014,11,3,0,0,0,10,0,24,8.9,5.6
19.11.14,1416335400000.0,2014,11,0,0,0,0,0,0,24,0,0
23.11.14,1416681000000.0,2014,11,0,0,0,0,0,0,3,0,0
29.11.14,1417199400000.0,2014,11,0,0,0,0,0,0,30,0,0
30.11.14,1417285800000.0,2014,11,0,0,0,0,0,0,15,0,0
01.12.14,1389465000000.0,2014,01,0,0,0,0,3,0,6,1.6,2.6
10.12.14,1413052200000.0,2014,10,0,9,11.4,0,0,0,0,11.1,4.1
11.12.14,1415730600000.0,2014,11,10,30,37,31,10,8,0,14.4,35.4
12.12.14,1418322600000.0,2014,12,0,6,5,9.2,12,0,0,11.8,21.7
13.12.14,1418409000000.0,2014,12,3.4,4,10,0,0,0,32,1.9,9.8
14.12.14,1418495400000.0,2014,12,67,7,3.2,14.8,15,28,11.3,5.2,5.4
15.12.14,1418581800000.0,2014,12,0,0,0,0,0,0,0,0,0
16.12.14,1418668200000.0,2014,12,0,0,4.8,0,0,0,0,tr,0.5
17.12.14,1418754600000.0,2014,12,0,0,0,0,0,0,20,0,0
18.12.14,1418841000000.0,2014,12,0,4,3,0,0,0,62,0,0
19.12.14,1418927400000.0,2014,12,0,1,0,0,0,0,60.4,0,tr
22.12.14,1419186600000.0,2014,12,0,4,2,0,0,0,0,0.5,0.7
24.12.14,1419359400000.0,2014,12,0,0,0,0,0,0,1,0,0
29.12.14,1419791400000.0,2014,12,5,8,6,5,10,0,24,16.5,14.3
30.12.14,1419877800000.0,2014,12,14,41,81,22,45,24,9.3,85,70
31.12.14,1419964200000.0,2014,12,0,3,2,0,0,0,0,0.3,tr
27.01.2017,1485455400000.0,2017,01,2,3,4.4,1,2,0,26,4.6,4.4
28.01.2017,1485541800000.0,2017,01,2.4,,,,,,35,0.1,4.2
30.01.2017,1485714600000.0,2017,01,,,,,,,2,,
05.03.2017,1493749800000.0,2017,05,0,0,0,0,0,0,14,0,0
13.03.2017,1489343400000.0,2017,03,0,0,0,0,0,0,44,0,0
10.05.2017,1507141800000.0,2017,10,63,0,0,4,0,0,0,0,0
12.05.2017,1512412200000.0,2017,12,0,0,6,0,0,0,0,0,0
30.05.2017,1496082600000.0,2017,05,0,12,15,0,0,0,0,2.9,0
04.06.2017,1491417000000.0,2017,04,17,0,0,0,0,0,0,0,0
07.06.2017,1499279400000.0,2017,07,7,22,30,0,13,6,0,11.6,12.4
12.06.2017,1512498600000.0,2017,12,0,0,0,5,0,0,0,0,0
15.06.2017,1497465000000.0,2017,06,0,1,1,4,2,0,0,0,0
17.06.2017,1497637800000.0,2017,06,3,1,5,0,2,0,0,0,0
19.06.2017,1497810600000.0,2017,06,0,15,19,0,0,0,0,0,0
20.06.2017,1497897000000.0,2017,06,23,17,25,14,36,13,33,6.6,39
21.06.2017,1497983400000.0,2017,06,0,0,0,2,0,0,0,0,0
23.06.2017,1498156200000.0,2017,06,0,0,0,2,0,0,0,0,0
24.06.2017,1498242600000.0,2017,06,12,8,9,11,35,7,0,14.6,25.6
25.06.2017,1498329000000.0,2017,06,,,,,5,,,,
26.06.2017,1498415400000.0,2017,06,0,7,5,6,0,0,0,0.4,0
28.06.2017,1498588200000.0,2017,06,2,4,11,12,0,0,0,0,0
04.07.2017,1491503400000.0,2017,04,4,6,,,12,,,2.9,1.7
07.07.2017,1499365800000.0,2017,07,3,5,7,4,31,9,0,2.6,47.3
08.07.2017,1502044200000.0,2017,08,1.4,6,7,0,0,0,0,7,0
10.07.2017,1507314600000.0,2017,10,30,18,19,16,62,18,0,84,46.2
12.07.2017,1512585000000.0,2017,12,44,47,32,47,90,73,0,17.5,54.4
13.07.2017,1499884200000.0,2017,07,2,0,0,0,0,0,0,0,0
14.07.2017,1499970600000.0,2017,07,,,,,,,,1.0,0.2
16.07.2017,1500143400000.0,2017,07,,,3,,,,,0.2,0.3
24.07.2017,1500834600000.0,2017,07,0,0,0,0,0,0,0,0,0
27.07.2017,1501093800000.0,2017,07,1,0,0,0,31,28,0,3.3,36
29.07.2017,1501266600000.0,2017,07,5,0,0,0,11,8,0,0.3,1.8
30.07.2017,1501353000000.0,2017,07,0,6,6,0,5,18,0,0,0.5
02.08.2017,1486492200000.0,2017,02,0,0,0,10,12,0,0,9.2,10.1
03.08.2017,1488911400000.0,2017,03,0,8,9,8,2,,,14.8,8.2
05.08.2017,1494181800000.0,2017,05,,2,1,,,,,1.9,0.7
06.08.2017,1496860200000.0,2017,06,,4,4,,,,,34.4,4.4
07.08.2017,1499452200000.0,2017,07,,4,10,4,,,,15.3,
12.08.2017,1512671400000.0,2017,12,1.0,45,38,38,19,12,,,
13.08.2017,1502562600000.0,2017,08,1.0,,5,,13,,,,
14.08.2017,1502649000000.0,2017,08,,,,,18,7,,,
15.08.2017,1502735400000.0,2017,08,49.0,26,61,39,,1,,,
17.08.2017,1502908200000.0,2017,08,,,,34,5,,,26.8,18.9
18.08.2017,1502994600000.0,2017,08,11.0,45,50,8,50,54,,61.1,60.9
19.08.2017,1503081000000.0,2017,08,18,76,135,51,19,34,,17.2,4.0
20.08.2017,1503167400000.0,2017,08,13.0,10,18,13,4,,,2.1,0.6
21.08.2017,1503253800000.0,2017,08,3,13,25,17,,,,5.2,
22.08.2017,1503340200000.0,2017,08,,2,1,,11,,,0.2,15.0
24.08.2017,1503513000000.0,2017,08,2,1,,,10,7,,,6.2
25.08.2017,1503599400000.0,2017,08,5,7,4,7,13,32,,4.4,4.1
26.08.2017,1503685800000.0,2017,08,1,,,,,,,0.1,0.2
27.08.2017,1503772200000.0,2017,08,5.0,11,6,13,6,28,,18.9,12.4
28.08.2017,1503858600000.0,2017,08,1.0,,,,9,,,0.5,4.9
31.08.2017,1504117800000.0,2017,08,41,15,13,26,29,38,,14.1,11.4
01-09-2017,1483900200000.0,2017,01,,,,,,,,1.1,0.3
02-09-2017,1486578600000.0,2017,02,,44,51,8,35,,,3.8,12.2
03-09-2017,1488997800000.0,2017,03,,4,,6,19,18,,,0.5
04-09-2017,1491676200000.0,2017,04,6.0,,,,,,,,
05-09-2017,1494268200000.0,2017,05,13.0,,,,,,,,
06-09-2017,1496946600000.0,2017,06,,,,2,50,12,,,
07-09-2017,1499538600000.0,2017,07,18.0,,,,12,,,2.8,46.8
08-09-2017,1502217000000.0,2017,08,,,,,,,,,
09-09-2017,1504895400000.0,2017,09,1.0,10,5,14,,6,,,
10-09-2017,1507487400000.0,2017,10,,5,10,,,,,,
11-09-2017,1510165800000.0,2017,11,7.0,,4,,,,,,
12-09-2017,1512757800000.0,2017,12,,5,11,,,,,0.5,
13-09-2017,1505241000000.0,2017,09,,,,,,,,,
14-09-2017,1505327400000.0,2017,09,,,,,,,,,
15-09-2017,1505413800000.0,2017,09,,,,,,,,,0.5
16-09-2017,1505500200000.0,2017,09,,,,,,,,,
17-09-2017,1505586600000.0,2017,09,26.0,5,4,11,,,,9.6,14.8
18-09-2017,1505673000000.0,2017,09,4.0,2,,3,,,,0.2,0.8
19-09-2017,1505759400000.0,2017,09,6.0,8,7,8,12,33,,25.8,11.0
20-09-2017,1505845800000.0,2017,09,,,,,,,,,
21-09-2017,1505932200000.0,2017,09,,,,,,,,,
22-09-2017,1506018600000.0,2017,09,2.0,5,2,,,,,0.3,
23-09-2017,1506105000000.0,2017,09,,,,,,,,,
24-09-2017,1506191400000.0,2017,09,,,,,,,,,1.4
25-09-2017,1506277800000.0,2017,09,,,,,21,,,10.0,20.0
26-09-2017,1506364200000.0,2017,09,,,,,6,,12,2.9,
27-09-2017,1506450600000.0,2017,09,,,,,,,,0.1,0.1
28-09-2017,1506537000000.0,2017,09,,,,,,,,,0.2
29-09-2017,1506623400000.0,2017,09,1.0,1,1,12,,,,16.3,0.7
30-09-2017,1506709800000.0,2017,09,3.0,10,47,15,,,,1.6,
01-10-2017,1483986600000.0,2017,01,135.0,117,127,109,47,53,,47.8,24.6
02-10-2017,1486665000000.0,2017,02,4.0,,3,3,15,,,3.4,7.8
03-10-2017,1489084200000.0,2017,03,,,,,,,,,
04-10-2017,1491762600000.0,2017,04,8.0,25,21,38,33,27,,43.2,40.6
05-10-2017,1494354600000.0,2017,05,13.0,8,5,38,2,12,,,4.3
06-10-2017,1497033000000.0,2017,06,13.0,,,6,6,47,,0.2,23.2
07-10-2017,1499625000000.0,2017,07,,26,28,48,,,,,4.8
08-10-2017,1502303400000.0,2017,08,2.0,,,,,,,,
09-10-2017,1504981800000.0,2017,09,,,,,,,,0.1,
10-10-2017,1507573800000.0,2017,10,12.0,,,,,,,7.1,
11-10-2017,1510252200000.0,2017,11,,,,,,,,2.7,1.8
12-10-2017,1512844200000.0,2017,12,3.0,15,4,54,8,,,2.2,0.9
13-10-2017,1507833000000.0,2017,10,,,,,,,,,
14-10-2017,1507919400000.0,2017,10,,,,,3,,,0.7,1.0
15-10-2017,1508005800000.0,2017,10,,,,,,,,,
16-10-2017,1508092200000.0,2017,10,4.0,6,1,28,,,,0.1,0.3
17-10-2017,1508178600000.0,2017,10,46.0,18,17,25,13,26,,24.1,7.7
18-10-2017,1508265000000.0,2017,10,,2,,,,,,0.2,0.1
19-10-2017,1508351400000.0,2017,10,,,,,,,,,
20-10-2017,1508437800000.0,2017,10,,,,,,,,,
21-10-2017,1508524200000.0,2017,10,,,,,,,,,
22-10-2017,1508610600000.0,2017,10,,,,,,,,,
23-10-2017,1508697000000.0,2017,10,2.0,,,38,,,,21.2,
24-10-2017,1508783400000.0,2017,10,,,,,,,,,
25-10-2017,1508869800000.0,2017,10,,,,,1,,23,,
26-10-2017,1508956200000.0,2017,10,,,,,15,,24,,8.5
27-10-2017,1509042600000.0,2017,10,,3,10,,3,,,,
28-10-2017,1509129000000.0,2017,10,12.0,,2,8,16,,,1.0,1.1
29-10-2017,1509215400000.0,2017,10,,,,,11,,1,0.1,2.6
30-10-2017,1509301800000.0,2017,10,13.0,12,35,14,6,6,5,9.4,15.3
31-10-2017,1509388200000.0,2017,10,41.0,95,103,82,176,70,136,115.8,168.5
01-11-2017,1484073000000.0,2017,01,30.0,55,37,63,34,17,36,41.3,28.8
02-11-2017,1486751400000.0,2017,02,6.0,25,15,19,16,42,,40.8,24.1
03-11-2017,1489170600000.0,2017,03,30.0,86,81,71,69,36,46,178.7,138.8
04-11-2017,1491849000000.0,2017,04,8.0,42,34,59,49,32,65,60.0,60.0
05-11-2017,1494441000000.0,2017,05,53.0,30,34,43,15,39,38,8.6,20.1
06-11-2017,1497119400000.0,2017,06,41.0,41,84,79,21,30,58,4.4,13.6
07-11-2017,1499711400000.0,2017,07,8.0,5,5,3,22,23,8,5.5,8.4
08-11-2017,1502389800000.0,2017,08,40.0,45,58,25,16,9,2,20.2,21.3
09-11-2017,1505068200000.0,2017,09,,,,,,,,,
10-11-2017,1507660200000.0,2017,10,,,,,,,,0.2,
11-11-2017,1510338600000.0,2017,11,,4,4,1,3,,23,1.8,5.3
12-11-2017,1512930600000.0,2017,12,,,,,,,,1.4,0.4
13-11-2017,1510511400000.0,2017,11,13.0,33,29,36,15,9,,65.2,24.6
14-11-2017,1510597800000.0,2017,11,18,40,46,30,10,28,0,25.7,13.9
15-11-2017,1510684200000.0,2017,11,0,18,20,11,3,0,10,6.3,2.3
16-11-2017,1510770600000.0,2017,11,33,,,,,9,,,
20-11-2017,1511116200000.0,2017,11,,,,,,,,0.2,2.0
21-11-2017,1511202600000.0,2017,11,,,1.0,,6,,,1.2,
22-11-2017,1511289000000.0,2017,11,5,2,6,16,,,,0.1,1.5
26-11-2017,1511634600000.0,2017,11,,,1.0,,,,3.0,1.1,1.0
27-11-2017,1511721000000.0,2017,11,2,3,4,3,116,8,42,64.0,101.3
28-11-2017,1511807400000.0,2017,11,,,,,,,37,1.3,2.8
29-11-2017,1511893800000.0,2017,11,,,,,,3,2,,
30-11-2017,1511980200000.0,2017,11,15,31,32,33,16,7,21,30,16
01-12-2017,1484159400000.0,2017,01,61,67,51,68,76,67,9,52.5,52.6
02-12-2017,1486837800000.0,2017,02,2,,,,10,,153,,0.4
03-12-2017,1489257000000.0,2017,03,,,,,,,24,,
04-12-2017,1491935400000.0,2017,04,,,,,,,1,,
05-12-2017,1494527400000.0,2017,05,,,,,,,1,,
16-12-2017,1513362600000.0,2017,12,,,,,,,1,,
18-12-2017,1513535400000.0,2017,12,,,,,,,1,,
22-12-2017,1513881000000.0,2017,12,,,,,1,,7,,
23-12-2017,1513967400000.0,2017,12,,1,4,,2,3,9,1.3,0.5
31-12-2017,1514658600000.0,2017,12,0,0,0,0,0,0,0,0,0
16.02.13,1360953000000.0,2013,02,0,0,0.3,0,14.5,7,0,6.2,11.6
17.02.13,1361039400000.0,2013,02,63,13,16,19,17,24,0,7.3,7.6
18.02.13,1361125800000.0,2013,02,5,5,26,10,0,0,12,0.8,0.5
19.02.13,1361212200000.0,2013,02,3.8,0,0,0,3,0,0,0,0
06.03.13,1370197800000.0,2013,06,0,0,0,0,0,0,21,0,0
07.03.13,1372789800000.0,2013,07,46,5,17,20,7,8,9,11.7,31.7
19.04.13,1366309800000.0,2013,04,0.6,0,0,0,0,0,0,0,0
22.04.13,1366569000000.0,2013,04,0.8,0,0,0,0,0,0,0,0
23.04.13,1366655400000.0,2013,04,0,0,0,8,0,0,0,0,0
24.04.13,1366741800000.0,2013,04,0,4,5,0,0,0,0,0,0
25.04.13,1366828200000.0,2013,04,0,0,0,0,9,0,0,0,0
13.05.13,1368383400000.0,2013,05,1.2,2,1,48,7,3,0,3.6,50.6
29.05.13,1369765800000.0,2013,05,0,0,0,0,2,0,15,0,0
01.06.13,1357410600000.0,2013,01,2.8,0,0,0,13,0,0,0,0
03.06.13,1362508200000.0,2013,03,0,30,5,7,33,25,0,0.9,91
04.06.13,1365186600000.0,2013,04,2.8,0,0,4,0,0,0,0,0
07.06.13,1373049000000.0,2013,07,0,6,29,0,45,15,25,14.5,26.7
08.06.13,1375727400000.0,2013,08,6.2,8,22,6,8,5,13,0.6,0.9
10.06.13,1380997800000.0,2013,10,0,0,0,0,0,0,0,0,0.8
11.06.13,1383676200000.0,2013,11,0,0,8,0,11,3,0,0.1,0.1
12.06.13,1386268200000.0,2013,12,8.6,0,0,0,4,4,0,0.6,3.9
15.06.13,1371234600000.0,2013,06,0,0,0,1,0,0,0,0,0
24.06.13,1372012200000.0,2013,06,3,0,1,0,0,0,0,0,0
27.06.13,1372271400000.0,2013,06,1.4,2,1.6,2,0,0,0,0,0
28.06.13,1372357800000.0,2013,06,0,2,0,8,10,0,5,8.8,22.9
29.06.13,1372444200000.0,2013,06,1.8,6,5,2,7,3,2,1.7,9.3
30.06.13,1372530600000.0,2013,06,2,33,28,7.6,2,0,0,6.3,8.6
01.07.13,1357497000000.0,2013,01,0,0,0,0,0,0,10.5,0,0
02.07.13,1360175400000.0,2013,02,0.6,0,0,0,0,0,0,1,0.3
03.07.13,1362594600000.0,2013,03,0,0,0,0,2,0,3,0.2,0.3
04.07.13,1365273000000.0,2013,04,0,0,6,1,2,0,0,4.5,0.3
05.07.13,1367865000000.0,2013,05,0,1,0,0,0,0,0,0,0
06.07.13,1370543400000.0,2013,06,0,0,0,0,0,0,0,0,0.6
07.07.13,1373135400000.0,2013,07,0.4,1,3,4,15,12,0,18.8,4
08.07.13,1375813800000.0,2013,08,1.6,2,6,3,3,4,0,22.2,4.2
09.07.13,1378492200000.0,2013,09,0,0,0,0,0,0,0,0.5,0
11.07.13,1383762600000.0,2013,11,20,27,33,26,45,28,0,24.3,32.6
12.07.13,1386354600000.0,2013,12,6.4,4,19,3,8,13,0,3.1,6.2
13.07.13,1373653800000.0,2013,07,4.8,15,9,15,0,0,0,0,0
16.07.13,1373913000000.0,2013,07,33.4,25,29,25,16,0,0,6.8,25.8
18.07.13,1374085800000.0,2013,07,8.4,2,5,3,0,0,0,1.6,tr
19.07.13,1374172200000.0,2013,07,12.6,21,24,13,10,5,0,8.7,12.7
20.07.13,1374258600000.0,2013,07,30.6,24,18,31,35,32,0,21.8,44.3
21.07.13,1374345000000.0,2013,07,5.4,2,1,4,12,6,21,8.3,9
22.07.13,1374431400000.0,2013,07,1.6,0,1,0,2,4,0,1.6,2.3
23.07.13,1374517800000.0,2013,07,4.2,4,6,8,0,0,0,0.6,0.4
24.07.13,1374604200000.0,2013,07,5.6,5,5,9,11,5,0,14.1,2.6
29.07.13,1375036200000.0,2013,07,0,0,4,0,9,6,0,8.5,2
04.08.13,1365359400000.0,2013,04,12.4,1,1,2,3,7,0,11.5,9
05.08.13,1367951400000.0,2013,05,3.6,14,25,18,3,0,0,12.4,5.1
06.08.13,1370629800000.0,2013,06,1,4,0,0,0,0,0,0,1.2
08.08.13,1375900200000.0,2013,08,1.6,2,1.6,1,0,0,0,1.8,1.9
09.08.13,1378578600000.0,2013,09,1.4,0,0,0,0,0,9,0.1,0
10.08.13,1381170600000.0,2013,10,6.6,0,0,6,5,0,23,1,6.9
11.08.13,1383849000000.0,2013,11,0,3,10,0,0,0,0,0.6,0.8
12.08.13,1386441000000.0,2013,12,5.6,3,14,9,0,0,0,0,5.2
14.08.13,1376418600000.0,2013,08,5.4,14,18,7,5,0,3,21.4,5.6
15.08.13,1376505000000.0,2013,08,41.6,18,30,38,75,56,4,58.1,46.3
16.08.13,1376591400000.0,2013,08,13.2,2,3,23,30,26,3,0.3,1.7
17.08.13,1376677800000.0,2013,08,34.8,18,22,23,40,32,21,31.8,36
18.08.13,1376764200000.0,2013,08,1.6,4,5,3,2,0,0,4.8,Tr
21.08.13,1377023400000.0,2013,08,1.8,2,0,0,0,0,15,2.1,5
22.08.13,1377109800000.0,2013,08,3.2,0,2,0,12,6,0,6.2,11.2
24.08.13,1377282600000.0,2013,08,0,0,2,0,0,0,2,0.6,0.5
25.08.13,1377369000000.0,2013,08,0,0,0,0,0,0,5,0,0
26.08.13,1377455400000.0,2013,08,0,0,0,0,0,0,24,0,0
29.08.13,1377714600000.0,2013,08,0,0,0,0,0,0,7,0,0.1
30.08.13,1377801000000.0,2013,08,65.6,36,58,4,0,16,0,42.4,30.6
31.08.13,1377887400000.0,2013,08,0,0,0,17,0,0,15,0,0
03.09.13,1362767400000.0,2013,03,2.4,0,0,0,5,10,0,0,0
04.09.13,1365445800000.0,2013,04,76.6,8,29,34,146,26,0,44.4,16.7
06.09.13,1370716200000.0,2013,06,0,6,0,0,0,0,46,0,0
07.09.13,1373308200000.0,2013,07,0,0,0,0,0,0,29,0,1.8
08.09.13,1375986600000.0,2013,08,0,0,0,0,0,0,20,0.2,0.2
09.09.13,1378665000000.0,2013,09,1.4,36,17,3,31,0,0,14.4,16.9
10.09.13,1381257000000.0,2013,10,0,8,2,0,1,0,4,0.2,1.6
11.09.13,1383935400000.0,2013,11,73.6,49,16.4,123,91,75,0,88.2,83.9
12.09.13,1386527400000.0,2013,12,14.4,8,11.4,11,15,15,40,2.2,17.4
13.09.13,1379010600000.0,2013,09,58.6,65,36.2,35,7,26,0,5.2,2.7
14.09.13,1379097000000.0,2013,09,8.4,16,4.2,55,11,0,0,35,12
16.09.13,1379269800000.0,2013,09,0,26,25,0,0,0,0,0,0
18.09.13,1379442600000.0,2013,09,0,0,0,0,0,0,6,0,2.3
19.09.13,1379529000000.0,2013,09,33.6,28,19,59,8,8,0,28.4,9.6
20.09.13,1379615400000.0,2013,09,0,0,2,0,0,0,0,0.5,0
22.09.13,1379788200000.0,2013,09,6.8,0,1,0,0,0,4,16.1,2
23.09.13,1379874600000.0,2013,09,0,1,3,0,0,0,0,0,0
25.09.13,1380047400000.0,2013,09,0,1,0,0,0,0,0,0.1,0
27.09.13,1380220200000.0,2013,09,0,0,0,0,0,0,0,2.2,1.9
28.09.13,1380306600000.0,2013,09,31.4,0,0,0,0,0,0,2.7,0.2
29.09.13,1380393000000.0,2013,09,0,0,0,0,0,0,0,0.3,10
01.10.13,1357756200000.0,2013,01,5.6,0,3,0,10,15,0,1.9,12
02.10.13,1360434600000.0,2013,02,0,2,10,0,0,0,0,6,0
04.10.13,1365532200000.0,2013,04,10,23,27,47,17,37,0,4.7,25
08.10.13,1376073000000.0,2013,08,0,0,0,0,0,0,7,0,0
09.10.13,1378751400000.0,2013,09,0,0,0,2,0,0,0,0,0
10.10.13,1381343400000.0,2013,10,17.8,2,1,78,10,27,107,7.9,24.4
11.10.13,1384021800000.0,2013,11,14.8,7,12,0,4,7,1.5,6.6,0.4
14.10.13,1381689000000.0,2013,10,0,0,0,0,2,0,0,0,1.7
15.10.13,1381775400000.0,2013,10,0,18,1.4,0,0,0,20,0.2,0
16.10.13,1381861800000.0,2013,10,0,0,0,0,0,0,17.5,0.2,2.9
18.10.13,1382034600000.0,2013,10,4,0,0,0,5,5,0,1.1,2.6
19.10.13,1382121000000.0,2013,10,0,0,0,0,0,0,4,1,0
20.10.13,1382207400000.0,2013,10,9.8,12,21,13,18,56,0,12,23.2
21.10.13,1382293800000.0,2013,10,16,68,65,44,45,66,17,80.8,71.1
22.10.13,1382380200000.0,2013,10,17.6,26,36,27,25,0,0,15.8,25.9
23.10.13,1382466600000.0,2013,10,0,6,10,9,4,12,0,2.5,9.4
24.10.13,1382553000000.0,2013,10,1,3,1,0,0,0,0,2.6,2.3
25.10.13,1382639400000.0,2013,10,1,0,0,0,0,0,0,1.1,1
26.10.13,1382725800000.0,2013,10,68.6,64,43,49,10,23,0,10.4,1.8
27.10.13,1382812200000.0,2013,10,1,12,0,14,0,0,0,1,0
28.10.13,1382898600000.0,2013,10,0,0,0,0,0,0,0,0,19.3
29.10.13,1382985000000.0,2013,10,2,0,4.4,5,0,0,0,1.4,0
31.10.13,1383157800000.0,2013,10,0,0,0,0,0,0,0,0,0.6
01.11.13,1357842600000.0,2013,01,0,13,7,0,0,0,0,3.3,0.4
02.11.13,1360521000000.0,2013,02,0,1,2,0,0,0,0,2,2.7
03.11.13,1362940200000.0,2013,03,6.8,23,22,1,5,12,6,23.5,10.6
04.11.13,1365618600000.0,2013,04,7.4,8,17,33,12,0,0,11.5,18
05.11.13,1368210600000.0,2013,05,0,0,0,0,2,0,64,0,0
06.11.13,1370889000000.0,2013,06,0,0,0,0,0,0,50,0,0.8
07.11.13,1373481000000.0,2013,07,0,0,0,0,0,0,63,0,0
11.11.13,1384108200000.0,2013,11,0,0,0,11,0,0,0,0,0
16.11.13,1384540200000.0,2013,11,2.6,3,2,0,2,0,23,10.7,10.4
17.11.13,1384626600000.0,2013,11,93,14.4,16.4,35.2,125,120,83,80.4,123.9
18.11.13,1384713000000.0,2013,11,10.8,13,19,15,51,16,0,42.8,6.3
19.11.13,1384799400000.0,2013,11,0,0,0,0,1,0,13,0.4,3
23.11.13,1385145000000.0,2013,11,13,0,0,0,0,0,0,1.4,0.4
24.11.13,1385231400000.0,2013,11,0,5,3,0,2,3,5,12.5,4.2
25.11.13,1385317800000.0,2013,11,54,0,0,26,0,0,24,5.2,1.1
26.11.13,1385404200000.0,2013,11,0,2,1,0,0,0,0,0,0
01.12.13,1357929000000.0,2013,01,1.4,2,4,0,2,0,8,0.7,6.8
02.12.13,1360607400000.0,2013,02,6.2,18.6,18,7,5,6,21,2.7,3.7
03.12.13,1363026600000.0,2013,03,0,0,0,0,30,7,90,52.5,55.8
05.12.13,1368297000000.0,2013,05,0,0,0,0,0,0,23,0,0
08.12.13,1376245800000.0,2013,08,0,3,8,2,3,0,0,15.6,10.5
12.12.13,1386786600000.0,2013,12,5,2,2.6,1,0,0,0,3.2,2.6
13.12.13,1386873000000.0,2013,12,6,2,3,11,11,6,25,9.4,0.1
14.12.13,1386959400000.0,2013,12,1,0,0,0,2,0,4,1,0.8
23.12.13,1387737000000.0,2013,12,0,0,0,0,0,0,0,0.8,0.7
10.01.2018,1538332200000.0,2018,10,,,,,,,9,Tr,0.1
11.01.2018,1541010600000.0,2018,11,,,,,,,62,1.7,7.5
12.01.2018,1543602600000.0,2018,12,,,,,,,3,,
08.02.2018,1533148200000.0,2018,08,2.4,,,,13,,,1.0,1.4
17.03.2018,1521225000000.0,2018,03,5,1,8,0,0,0,0,0.8,0
18.03.2018,1521311400000.0,2018,03,2,0,0,0,2,0,2,0,0.6
02.05.2018,1517769000000.0,2018,02,4,,,,,,,,
03.06.2018,1520274600000.0,2018,03,3,,,4,,,,,
04.06.2018,1522953000000.0,2018,04,,,1,42,,,,,
07.06.2018,1530815400000.0,2018,07,2,15,21,5,45,23,0,35.3,29.7
15.06.2018,1529001000000.0,2018,06,2,,,,,,,,
16.06.2018,1529087400000.0,2018,06,4,4,7,4,4,2,0,15.4,22.8
01.01.12,1325356200000.0,2012,01,0,0,0,0,3,0,,,
02.01.12,1328034600000.0,2012,02,7.4,2,4,6,10,14,,,
03.01.12,1330540200000.0,2012,03,0,0,7,3,0,0,,,
12.01.12,1354300200000.0,2012,12,0,2,1,0,0,0,,,
31.01.12,1327948200000.0,2012,01,3.2,0,4,1,20,0,,,
13.03.12,1331577000000.0,2012,03,0.6,0,0,0,0,0,,,
30.04.12,1335724200000.0,2012,04,10.4,0,0,0,0,0,,,
01.05.12,1325701800000.0,2012,01,3.2,0,0,0,0,3,,,
04.05.12,1333564200000.0,2012,04,3.8,0,0,0,0,0,,,
05.05.12,1336156200000.0,2012,05,0,0,3,0,0,0,,,
13.05.12,1336847400000.0,2012,05,3.4,0,0,0,0,0,,,
18.05.12,1337279400000.0,2012,05,20,0,0,21,3.5,0,,,
14.06.12,1339612200000.0,2012,06,4,0,0,0,0,0,,,
