DATE,UNIX_TIME,Year,Month,POONDI,CHOLA VARAM,RED HILLS,TAMARAI PAKKAM,CHEMBARAM BAKKAM,KORATTUR ANICUT,VEERANAM,NUNGAM BAKKAM,MEENAM BAKKAM
18.11.09,1258482600000.0,2009,11,0,2,0,0,2,0,,,
19.11.09,1258569000000.0,2009,11,0,0,23,4,39,0,,,
20.11.09,1258655400000.0,2009,11,0,0,0,8,3,0,,,
21.11.09,1258741800000.0,2009,11,0,0,0,0,2,0,,,
22.11.09,1258828200000.0,2009,11,17,15,19,26,2,0,,,
24.11.09,1259001000000.0,2009,11,0,0,0,0,1,0,,,
25.11.09,1259087400000.0,2009,11,2,6,0,3,2,0,,,
02.12.09,1234377000000.0,2009,02,0,22,41,3,12,28,,,
03.12.09,1236796200000.0,2009,03,1,30,28,0,7,5,,,
04.12.09,1239474600000.0,2009,04,19,2,3,8,37,0,,,
05.12.09,1242066600000.0,2009,05,1,0,0,6,0,0,,,
12.12.09,1260556200000.0,2009,12,0,7,6,0,1,0,,,
13.12.09,1260642600000.0,2009,12,0,20,11,6,51,67,,,
14.12.09,1260729000000.0,2009,12,0,0,0,0,3,0,,,
15.12.09,1260815400000.0,2009,12,0,0,8,0,0,0,,,
16.12.09,1260901800000.0,2009,12,87,68,75,81,96,64,,,
17.12.09,1260988200000.0,2009,12,12,7,15,8,7,7,,,
18.12.09,1261074600000.0,2009,12,1,19,18,9,10,0,,,
20.12.09,1261247400000.0,2009,12,0,0,1,0,2,5,,,
21.12.09,1261333800000.0,2009,12,12,16,2,6,25,78,,,
22.12.09,1261420200000.0,2009,12,3,1,7,0,24,27,,,
10.01.2018,1538332200000.0,2018,10,,,,,,,9,Tr,0.1
11.01.2018,1541010600000.0,2018,11,,,,,,,62,1.7,7.5
12.01.2018,1543602600000.0,2018,12,,,,,,,3,,
08.02.2018,1533148200000.0,2018,08,2.4,,,,13,,,1.0,1.4
17.03.2018,1521225000000.0,2018,03,5,1,8,0,0,0,0,0.8,0
18.03.2018,1521311400000.0,2018,03,2,0,0,0,2,0,2,0,0.6
02.05.2018,1517769000000.0,2018,02,4,,,,,,,,
03.06.2018,1520274600000.0,2018,03,3,,,4,,,,,
04.06.2018,1522953000000.0,2018,04,,,1,42,,,,,
07.06.2018,1530815400000.0,2018,07,2,15,21,5,45,23,0,35.3,29.7
15.06.2018,1529001000000.0,2018,06,2,,,,,,,,
16.06.2018,1529087400000.0,2018,06,4,4,7,4,4,2,0,15.4,22.8
18.06.2018,1529260200000.0,2018,06,,3,4,,,,,,
24.06.2018,1529778600000.0,2018,06,3,2,,,,13,0,1.0,Trace
25.06.2018,1529865000000.0,2018,06,3,3,4,7,,,,0.4,
27.06.2018,1530037800000.0,2018,06,12,,,,,24,,3.6,3.6
28.06.2018,1530124200000.0,2018,06,2,1,,4,,,,,
29.06.2018,1530210600000.0,2018,06,2,3,4,,,,,,
02.07.2018,1517941800000.0,2018,02,6,,,,16,18,,,
03.07.2018,1520361000000.0,2018,03,74,22,22,38,47,46,,60.0,50.0
10.07.2018,1538850600000.0,2018,10,4,5,9,11,,,,0.01,1.8
11.07.2018,1541529000000.0,2018,11,,,2,,,,3,10.6,2.7
12.07.2018,1544121000000.0,2018,12,10,14,8,13,30,48,0,28.1,17.4
13.07.2018,1531420200000.0,2018,07,4,5,,5,2,,2,4.9,3.0
14.07.2018,1531506600000.0,2018,07,,,,,12,,,1.1,21.4
18.07.2018,1531852200000.0,2018,07,,,,,,,,,0.1
19.07.2018,1531938600000.0,2018,07,,,,,,,,0.5,0.1
23.07.2018,1532284200000.0,2018,07,,,,,,,,Trace,Trace
24.07.2018,1532370600000.0,2018,07,,,,,,,,3.0,1.1
25.07.2018,1532457000000.0,2018,07,3,,,,5,,,0.2,3.3
27.07.2018,1532629800000.0,2018,07,,,,,,,,1.2,4.1
28.07.2018,1532716200000.0,2018,07,,,,,,,,0.1,
30.07.2018,1532889000000.0,2018,07,,,2,,,,,7.0,Trace
01.08.2018,1515349800000.0,2018,01,4,,,9,12,,,3.3,11.6
02.08.2018,1518028200000.0,2018,02,,,,,,,,0.5,0.3
03.08.2018,1520447400000.0,2018,03,,,,,5,,6,Trace,2.2
04.08.2018,1523125800000.0,2018,04,6,7,11,4,12,7,23,2.9,1.6
05.08.2018,1525717800000.0,2018,05,14,28,32,22,5,9,0,19.2,8.3
06.08.2018,1528396200000.0,2018,06,,,1,,,,,,0.4
07.08.2018,1530988200000.0,2018,07,,,,,,,,,0.4
08.08.2018,1533666600000.0,2018,08,,,,,4,,,0.1,5.9
09.08.2018,1536345000000.0,2018,09,8,7,10,8,7,,,9.3,12.0
10.08.2018,1538937000000.0,2018,10,12,18,16,18,2,10,0,13.8,7.0
11.08.2018,1541615400000.0,2018,11,5,7,6,7,4,7,0,5.4,3.2
12.08.2018,1544207400000.0,2018,12,5,4,6,7,1,0,0,4.1,2.6
13.08.2018,1534098600000.0,2018,08,,,,,,,,Trace,0.1
14.08.2018,1534185000000.0,2018,08,,,,,6,,4,2.5,1.2
15.08.2018,1534271400000.0,2018,08,45,26,17,32,53,47,7,56.8,67.4
16.08.2018,1534357800000.0,2018,08,4,14,11,0,3,0,0,2.5,1.2
17.08.2018,1534444200000.0,2018,08,6,6,5,6,3,0,0,6.5,5.4
22.08.2018,1534876200000.0,2018,08,,,,,,,,Trace,Trace
24.08.2018,1535049000000.0,2018,08,0,4,2,,,,6,0.1,
25.08.2018,1535135400000.0,2018,08,,,7,,,,26,1.6,0.2
26.08.2018,1535221800000.0,2018,08,9,4,6,38,0,0,0,1.8,0.5
28.08.2018,1535394600000.0,2018,08,5,33,20,11,11,0,12,10.0,9.7
29.08.2018,1535481000000.0,2018,08,4,,,4,,,,1.6,
30.08.2018,1535567400000.0,2018,08,,,,,,,33,,
31.08.2018,1535653800000.0,2018,08,,35,27,7,7,,32,31.5,16.1
01.09.2018,1515436200000.0,2018,01,5,13,6,3,,,2,0.4,0.2
02.09.2018,1518114600000.0,2018,02,32,,,5,4,,,1.2,2.2
03.09.2018,1520533800000.0,2018,03,,,,,,,,Trace,1.5
05.09.2018,1525804200000.0,2018,05,,,,,,,,Trace,Trace
14.09.2018,1536863400000.0,2018,09,20,3,7,56,14,5,,1.7,
15.09.2018,1536949800000.0,2018,09,,,,,,,3,,
16.09.2018,1537036200000.0,2018,09,27,,,2,,,,2.0,0.4
17.09.2018,1537122600000.0,2018,09,49,54,18,58,37,11,0,26.0,46.2
18.09.2018,1537209000000.0,2018,09,10,61,25,16,35,11,0,10.8,27.2
19.09.2018,1537295400000.0,2018,09,31,27,5,47,43,18,2,17.6,22.4
20.09.2018,1537381800000.0,2018,09,2,1,0,2,2,,,0.2,0.4
22.09.2018,1537554600000.0,2018,09,1,,,13,,,,Trace,
25.09.2018,1537813800000.0,2018,09,,,,2,,7,,,
26.09.2018,1537900200000.0,2018,09,5,,,,,,,,
29.09.2018,1538159400000.0,2018,09,,,,,,4,5,,
03.10.2018,1520620200000.0,2018,03,,,1,,,,5,,4.8
04.10.2018,1523298600000.0,2018,04,16,19,2,29,3,8,82,8.4,0.6
05.10.2018,1525890600000.0,2018,05,27,86,59,44,45,38,38,46,53.3
06.10.2018,1528569000000.0,2018,06,12,25,14,15,22,9,29,26,16
07.10.2018,1531161000000.0,2018,07,,25,,,,,24,6.5,0.2
08.10.2018,1533839400000.0,2018,08,,16,8,,,,,Trace,0.5
09.10.2018,1536517800000.0,2018,09,,,8,4,,,7,,0.3
17.10.2018,1539714600000.0,2018,10,15,,,3,,,15,0.2,Trace
18.10.2018,1539801000000.0,2018,10,,9,16,7,5,14,0,20,64.8
19.10.2018,1539887400000.0,2018,10,,,,,1,,3,,
20.10.2018,1539973800000.0,2018,10,0,0,0,0,3,0,0,0,60.2
21.10.2018,1540060200000.0,2018,10,0,0,0,0,9,0,3,1.0,14.2
22.10.2018,1540146600000.0,2018,10,0,0,0,0,0,0,29,0,0
31.10.2018,1540924200000.0,2018,10,0,15,32,0,13,5,0,8.5,5.8
01.11.2018,1515609000000.0,2018,01,0,40,61,14,35,19,16,35.6,33.4
02.11.2018,1518287400000.0,2018,02,37,14,10,16,7,21,16,8.0,8.5
03.11.2018,1520706600000.0,2018,03,0,0,0,0,0,0,57,0,0
04.11.2018,1523385000000.0,2018,04,0,4,3,0,0,5,5,6.0,7.2
05.11.2018,1525977000000.0,2018,05,5,4,0,2,3,0,6,0.0,0.0
06.11.2018,1528655400000.0,2018,06,0,0,2,4,5,0,0,0.1,0.6
07.11.2018,1531247400000.0,2018,07,2,0,0,0,0,0,0,0,0
08.11.2018,1533925800000.0,2018,08,0,0,0,0,0,0,7,0,0
09.11.2018,1536604200000.0,2018,09,0,0,0,0,0,0,17,0,0
10.11.2018,1539196200000.0,2018,10,0,0,0,0,0,0,0,Trace,0
15.11.2018,1542220200000.0,2018,11,4,4,5,4,1,2,0,1.0,1.4
16.11.2018,1542306600000.0,2018,11,12,19,12,16,4,18,43,2.0,6.5
17.11.2018,1542393000000.0,2018,11,0,0,0,2,3,1,3,3.8,0.0
18.11.2018,1542479400000.0,2018,11,0,0,0,0,11,0,0,0,3.8
19.11.2018,1542565800000.0,2018,11,0,0,0,0,0,0,0,0.2,0.3
20.11.2018,1542652200000.0,2018,11,0,0,0,0,0,0,7,0,0
21.11.2018,1542738600000.0,2018,11,11,19,31,27,45,22,45,17.4,39.5
22.11.2018,1542825000000.0,2018,11,56,120,106,83,31,31,4,85.5,75.9
23.11.2018,1542911400000.0,2018,11,13,59,57,52,21,11,8,12.3,16.9
24.11.2018,1542997800000.0,2018,11,24,7,5,3,0,2,30,0,0
29.11.2018,1543429800000.0,2018,11,,,,,,,41,,
30.11.2018,1543516200000.0,2018,11,,,,,,,11,,Trace
04.12.2018,1523471400000.0,2018,04,14,80,48,33,5,2,7,6.4,11.1
05.12.2018,1526063400000.0,2018,05,6,78,16,48,13,8,1,0.0,16.5
06.12.2018,1528741800000.0,2018,06,0,17,12,0,7,27,18,21.2,3.6
15.12.2018,1544812200000.0,2018,12,,,,,,,,Trace,Trace
16.12.2018,1544898600000.0,2018,12,0,0,0,0,0,0,0,0.1,0
23.12.2018,1545503400000.0,2018,12,0,0,0,0,6,0,14,7.2,21.4
24.12.2018,1545589800000.0,2018,12,0,0,0,0,0,0,16,0,0
30.12.2018,1546108200000.0,2018,12,0,0,3,0,0,0,0,0.2,0.6
23.01.15,1421951400000.0,2015,01,0,0,0,0,3,0,0,1.2,1.2
24.01.15,1422037800000.0,2015,01,1,0,0,0,2,0,0,0,0
12.05.16,1480876200000.0,2016,12,0,0,0,0,0,0,0,0,0
17.05.16,1463423400000.0,2016,05,14,37,30,37,120,32,80,67,0.7
18.05.16,1463509800000.0,2016,05,82.7,114,88,86,122,80,5,93,116.7
19.05.16,1463596200000.0,2016,05,46.8,76,72,88,39,24,7,46.8,55.5
20.05.16,1463682600000.0,2016,05,0,0,0,0,0,0,22,0,0
02.06.16,1454697000000.0,2016,02,12.2,0,0,0,0,0,0,0,0
06.06.16,1465151400000.0,2016,06,2.4,0,0,0,0,0,0,0,0
07.06.16,1467743400000.0,2016,07,4.2,3,10,0,45,7,0,36.4,29.8
08.06.16,1470421800000.0,2016,08,6,36,21.6,29,12,59,0,53.2,4.4
09.06.16,1473100200000.0,2016,09,40.4,0,0,15,19,6,0,6.9,6.8
20.06.16,1466361000000.0,2016,06,66.4,20,7.4,14,10,42,0,9,10.6
21.06.16,1466447400000.0,2016,06,2.8,0,0,0,0,0,0,0,0
22.06.16,1466533800000.0,2016,06,6.4,2,6,5,5,17,2,3.1,2.1
22.06.16,1466533800000.0,2016,06,1.6,4,25,0,0,0,9,0,0
24.06.16,1466706600000.0,2016,06,0,0,0,0,0,0,1,0,tr
25.06.16,1466793000000.0,2016,06,0,1,0,0,0,0,0,1.6,1.7
26.06.16,1466879400000.0,2016,06,2.8,0,0,0,10,6,0,2.1,6.2
27.06.16,1466965800000.0,2016,06,9.2,14,20,11,10,23,0,10.8,17.3
29.06.16,1467138600000.0,2016,06,25.2,22,23,34,25,18,0,13.7,28.8
30.06.16,1467225000000.0,2016,06,2.6,3,1.6,3,5,0,0,2.3,2.7
03.07.16,1457289000000.0,2016,03,4.6,9,5.2,19,0,0,0,2.9,0.4
05.07.16,1462559400000.0,2016,05,19.4,0,0,6,0,0,0,0,0
07.07.16,1467829800000.0,2016,07,1.4,4,4,5,15,0,0,21.9,17.8
08.07.16,1470508200000.0,2016,08,0,0,0,0,5,0,0,6.4,5.1
09.07.16,1473186600000.0,2016,09,0,0,0,0,0,0,27,0,0
15.07.16,1468521000000.0,2016,07,19.4,0,0,4,0,0,0,0,0
17.07.16,1468693800000.0,2016,07,2.6,0,0,7,0,0,0,0,0
18.07.16,1468780200000.0,2016,07,3.4,1,0,0,0,0,0,0,0
19.07.16,1468866600000.0,2016,07,2,2,1,0,10,0,0,0.7,7.6
20.07.16,1468953000000.0,2016,07,0,3,0,0,3,12,0,3.7,7
21.07.16,1469039400000.0,2016,07,0,0,0,0,0,0,4,0.8,0
23.07.16,1469212200000.0,2016,07,0,1,0,0,0,0,0,0.2,0
25.07.16,1469385000000.0,2016,07,0,1,0,0,0,0,0,0,0
28.07.16,1469644200000.0,2016,07,0,0,0,0,0,0,0,0,0
29.07.16,1469730600000.0,2016,07,5,4,15,7,2,11,88,0,1.6
31.07.16,1469903400000.0,2016,07,0,0,0,0,2,0,0,1.7,4
02.08.16,1454869800000.0,2016,02,2.2,1,0,0,0,5,0,5.4,0.1
08.08.16,1470594600000.0,2016,08,0,1,4,0,0,0,0,1.2,0.2
09.08.16,1473273000000.0,2016,09,0,0,1,0,0,0,0,0,1.2
10.08.16,1475865000000.0,2016,10,4,1,3.8,0,0,10,0,9.8,5.2
11.08.16,1478543400000.0,2016,11,1.6,2,3.2,0,6,11,0,3.2,0.5
14.08.16,1471113000000.0,2016,08,0,1,0,0,4,0,0,0,0
20.08.16,1471631400000.0,2016,08,0,0,0,0,0,0,4,0,0
24.08.16,1471977000000.0,2016,08,0,1,1.6,0,0,0,0,1.6,2
27.08.16,1472236200000.0,2016,08,5.4,0,0,0,1,0,0,6.4,13.6
28.08.16,1472322600000.0,2016,08,0,0,0,0,0,0,0,0.3,14.1
29.08.16,1472409000000.0,2016,08,0,0,0,0,0,0,10,0.5,0.6
30.08.16,1472495400000.0,2016,08,0,3,0,0,10,0,80,2.7,tr
31.08.16,1472581800000.0,2016,08,2,2,2.4,2,31,0,0,10.2,26.7
01.09.16,1452277800000.0,2016,01,0,0,0,0,0,0,54,0,0
02.09.16,1454956200000.0,2016,02,45.6,83,75,73,40,33,0,72.6,25.8
03.09.16,1457461800000.0,2016,03,3,0,0,0,0,13,0,0,0
04.09.16,1460140200000.0,2016,04,0,38,6,11,34,25,0,0,0
05.09.16,1462732200000.0,2016,05,1,0,0,0,0,0,0,0,0
09.09.16,1473359400000.0,2016,09,0,0,0,0,0,0,0,0.4,0.3
10.09.16,1475951400000.0,2016,10,0,13,7,0,6,0,0,43.3,4.5
11.09.16,1478629800000.0,2016,11,44.6,0,4.4,9,53,0,0,0,52.5
15.09.16,1473877800000.0,2016,09,0,0,0,0,0,0,0,0,1.2
16.09.16,1473964200000.0,2016,09,63.4,78,107,86,33,19,2,32,27.8
17.09.16,1474050600000.0,2016,09,25,20,26.4,18,57,23,6,56.4,26.5
19.09.16,1474223400000.0,2016,09,1,0,0,0,0,0,0,0.2,0
20.09.16,1474309800000.0,2016,09,0,0,0,0,0,0,0,0,0.1
21.09.16,1474396200000.0,2016,09,2,3,4,1,6,8,0,1.7,5.8
22.09.16,1474482600000.0,2016,09,0,0,0,0,1,0,0,0,1.0
29.09.16,1475087400000.0,2016,09,44.6,14,25,28,77,36,0,82.1,77
30.09.16,1475173800000.0,2016,09,12.2,2,1,13,0,0,0,tr,0.6
01.10.16,1452364200000.0,2016,01,0,3,3,0,0,0,0,10.2,0
09.10.16,1473445800000.0,2016,09,0,3,4,0,0,0,0,0,0
10.10.16,1476037800000.0,2016,10,0,0,0,2,0,0,0,6.2,1.8
11.10.16,1478716200000.0,2016,11,0,0,0,1,0,0,0,0,0
12.10.16,1481308200000.0,2016,12,0,0,0,0,0,0,15,0,0
30.10.16,1477765800000.0,2016,10,0,1,2,0,0,0,22,3.2,0.2
31.10.16,1477852200000.0,2016,10,0,2,3,11,0,9,13,tr,3.5
01.11.16,1452450600000.0,2016,01,6,15,3,1,0,5,0,7,0.3
02.11.16,1455129000000.0,2016,02,4.2,4.0,8.0,27,0,0,0,2.0,4.4
03.11.16,1457634600000.0,2016,03,10,20,27.4,33,14,7,0,14,15.7
04.11.16,1460313000000.0,2016,04,0,6,1,0,2,6,0,2.4,2.4
07.11.16,1468175400000.0,2016,07,0,0,0,0,0,0,0,0,0
08.11.16,1470853800000.0,2016,08,0,0,0,0,0,0,21.0,3.2,0
12.11.16,1481394600000.0,2016,12,0,0,0,0,0,0,0,0,0
13.11.16,1478975400000.0,2016,11,0,0,0,0,0,0,17,0.8,0.8
14.11.16,1479061800000.0,2016,11,0,0,0,0,7,0,2,0,0
15.11.16,1479148200000.0,2016,11,0,0,0,0,0,0,13,0,0
16.11.16,1479234600000.0,2016,11,0,0,0,0,3,0,0,17.9,0.6
17.11.16,1479321000000.0,2016,11,0,0,0,0,0,5,0,0,0
18.11.16,1479407400000.0,2016,11,0,0,0,0,0,0,14,0,0
30.11.16,1480444200000.0,2016,11,0,0,0,0,0,0,0,0,0
01.12.16,1452537000000.0,2016,01,0,0,0,0,0,0,0,0.8,1
02.12.16,1455215400000.0,2016,02,26,57,57,33,27,33,19.2,39.5,35.1
03.12.16,1457721000000.0,2016,03,34.2,7,8,39,59,52,0,27.6,61.7
04.12.16,1460399400000.0,2016,04,22.2,20,14.2,29,10,8,0,5.1,30.3
05.12.16,1462991400000.0,2016,05,4.6,0,0,0,8,19,1,2.6,0.5
08.12.16,1470940200000.0,2016,08,0,0,0,0,0,0,0,0,0.3
12.12.16,1481481000000.0,2016,12,7.4,37,34,27,26,14,0,32.6,32.4
13.12.16,1481567400000.0,2016,12,86.5,110,106,92.1,214,152,6,119.1,202.4
14.12.16,1481653800000.0,2016,12,0.6,0,1.0,0,0,0,0,0,0
16.12.16,1481826600000.0,2016,12,0,0,0,0,4.0,0,0,0,0
31.12.16,1483122600000.0,2016,12,0,0,0,0,0,0,0,0,0
04.01.08,1206988200000.0,2008,04,3,52,43,26,15,12,,,
05.01.08,1209580200000.0,2008,05,47,79,32,75,40,45,,,
10.02.08,1222885800000.0,2008,10,1,0,0,13,24,39,,,
11.02.08,1225564200000.0,2008,11,1,4,2,0,16,0,,,
12.02.08,1228156200000.0,2008,12,0,0,2,0,2,0,,,
15.02.08,1203013800000.0,2008,02,0,0,6,0,2,0,,,
16.02.08,1203100200000.0,2008,02,0,0,3,0,8,6,,,
12.03.08,1228242600000.0,2008,12,18,48,34,13,15,-,,,
13.03.08,1205346600000.0,2008,03,6,0,1,0,0,0,,,
14.03.08,1205433000000.0,2008,03,4,42,73,25,5,0,,,
15.03.08,1205519400000.0,2008,03,1,21,18,2,10,2,,,
21.03.08,1206037800000.0,2008,03,82,5,7,28,17,3,,,
22.03.08,1206124200000.0,2008,03,25,65,54,34,32,17,,,
23.03.08,1206210600000.0,2008,03,4,0,0,3,4,5,,,
26.03.08,1206469800000.0,2008,03,58,0,0,5,0,0,,,
01.04.08,1199385000000.0,2008,01,0,0,0,8,0,0,,,
02.05.08,1202149800000.0,2008,02,0,0,3,0,0,0,,,
11.05.08,1225823400000.0,2008,11,14,0,0,0,0,0,,,
13.05.08,1210617000000.0,2008,05,1,0,0,0,0,0,,,
15.05.08,1210789800000.0,2008,05,0,0,0,0,14,0,,,
19.05.08,1211135400000.0,2008,05,0,0,0,3,0,0,,,
21.05.08,1211308200000.0,2008,05,2,0,0,0,0,0,,,
22.05.08,1211394600000.0,2008,05,63,0,0,6,1,5,,,
23.05.08,1211481000000.0,2008,05,1,0,0,0,0,0,,,
01.06.08,1199557800000.0,2008,01,9,0,29,0,0,0,,,
05.06.08,1210012200000.0,2008,05,2,0,2,21,0,0,,,
06.06.08,1212690600000.0,2008,06,0,4,2,0,0,0,,,
07.06.08,1215282600000.0,2008,07,0,0,0,0,1,0,,,
08.06.08,1217961000000.0,2008,08,0,4,0,0,0,0,,,
09.06.08,1220639400000.0,2008,09,1,0,2,0,0,0,,,
10.06.08,1223231400000.0,2008,10,5,0,0,0,0,0,,,
12.06.08,1228501800000.0,2008,12,1,2,0,0,23,0,,,
15.06.08,1213468200000.0,2008,06,0,0,0,0,2,0,,,
20.06.08,1213900200000.0,2008,06,11,0,0,0,0,3,,,
22.06.08,1214073000000.0,2008,06,66,54,93,39,57,43,,,
26.06.08,1214418600000.0,2008,06,1,4,4,2,6,14,,,
27.06.08,1214505000000.0,2008,06,0,2,2,4,0,0,,,
28.06.08,1214591400000.0,2008,06,4,27,15,13,2,8,,,
29.06.08,1214677800000.0,2008,06,5,19,9,5,9,5,,,
30.06.08,1214764200000.0,2008,06,1,0,0,0,0,0,,,
02.07.08,1202322600000.0,2008,02,8,12,0,9,0,0,,,
04.07.08,1207506600000.0,2008,04,3,3,6,12,9,11,,,
10.07.08,1223317800000.0,2008,10,16,38,34,29,14,19,,,
13.07.08,1215887400000.0,2008,07,0,0,0,0,2,0,,,
19.07.08,1216405800000.0,2008,07,40,3,12,40,0,0,,,
25.07.08,1216924200000.0,2008,07,2,2,6,6,0,3,,,
27.07.08,1217097000000.0,2008,07,9,3,10,6,3,5,,,
28.07.08,1217183400000.0,2008,07,9,2,8,10,13,4,,,
29.07.08,1217269800000.0,2008,07,10,16,13,7,4,10,,,
31.07.08,1217442600000.0,2008,07,0,2,0,4,0,0,,,
02.08.08,1202409000000.0,2008,02,0,0,0,0,0,4,,,
04.08.08,1207593000000.0,2008,04,3,0,0,0,7,6,,,
06.08.08,1212863400000.0,2008,06,0,0,2,0,0,0,,,
09.08.08,1220812200000.0,2008,09,5,3,3,7,27,5,,,
11.08.08,1226082600000.0,2008,11,1,6,5,5,0,0,,,
13.08.08,1218565800000.0,2008,08,0,0,0,1,0,0,,,
14.08.08,1218652200000.0,2008,08,0,2,0,0,0,0,,,
17.08.08,1218911400000.0,2008,08,2,0,0,0,0,0,,,
18.08.08,1218997800000.0,2008,08,30,7,14,18,15,6,,,
20.08.08,1219170600000.0,2008,08,98,56,93,96,15,30,,,
21.08.08,1219257000000.0,2008,08,0,0,12,0,0,0,,,
22.08.08,1219343400000.0,2008,08,0,22,24,3,0,5,,,
23.08.08,1219429800000.0,2008,08,0,0,0,3,0,0,,,
24.08.08,1219516200000.0,2008,08,0,6,11,21,0,0,,,
27.08.08,1219775400000.0,2008,08,0,0,2,0,0,0,,,
01.09.08,1199817000000.0,2008,01,17,0,0,0,0,0,,,
02.09.08,1202495400000.0,2008,02,0,17,12,0,4,0,,,
04.09.08,1207679400000.0,2008,04,0,0,0,0,3,0,,,
07.09.08,1215541800000.0,2008,07,0,11,12,0,0,0,,,
08.09.08,1218220200000.0,2008,08,1,2,8,0,50,16,,,
09.09.08,1220898600000.0,2008,09,0,0,0,0,0,2,,,
10.09.08,1223490600000.0,2008,10,0,4,2,0,0,0,,,
11.09.08,1226169000000.0,2008,11,0,9,2,11,0,0,,,
12.09.08,1228761000000.0,2008,12,0,3,0,0,0,0,,,
15.09.08,1221417000000.0,2008,09,15,14,16,15,8,9,,,
21.09.08,1221935400000.0,2008,09,10,0,0,31,3,12,,,
25.09.08,1222281000000.0,2008,09,9,50,89,19,25,32,,,
26.09.08,1222367400000.0,2008,09,0,2,0,0,0,0,,,
30.09.08,1222713000000.0,2008,09,20,34,8,31,45,55,,,
03.10.08,1205087400000.0,2008,03,1,0,0,0,0,0,,,
04.10.08,1207765800000.0,2008,04,6,27,12,29,0,43,,,
05.10.08,1210357800000.0,2008,05,7,0,0,0,3,15,,,
12.10.08,1228847400000.0,2008,12,2,3,19,0,15,8,,,
13.10.08,1223836200000.0,2008,10,8,42,45,28,40,13,,,
14.10.08,1223922600000.0,2008,10,5,13,13,19,25,7,,,
15.10.08,1224009000000.0,2008,10,1,0,2,0,2,2,,,
16.10.08,1224095400000.0,2008,10,8,4,5,13,8,3,,,
17.10.08,1224181800000.0,2008,10,1,6,12,6,16,0,,,
18.10.08,1224268200000.0,2008,10,25,13,8,22,6,0,,,
19.10.08,1224354600000.0,2008,10,1,6,14,13,9,8,,,
20.10.08,1224441000000.0,2008,10,28,27,26,54,39,44,,,
21.10.08,1224527400000.0,2008,10,69,112,93,96,122,60,,,
22.10.08,1224613800000.0,2008,10,7,7,15,17,22,18,,,
23.10.08,1224700200000.0,2008,10,77,40,38,43,37,20,,,
24.10.08,1224786600000.0,2008,10,0,0,0,0,13,2,,,
25.10.08,1224873000000.0,2008,10,11,68,55,13,68,40,,,
11.11.08,1226341800000.0,2008,11,6,12,16,8,2,0,,,
13.11.08,1226514600000.0,2008,11,0,5,0,0,0,0,,,
16.11.08,1226773800000.0,2008,11,33,55,35,66,5,15,,,
19.11.08,1227033000000.0,2008,11,1,0,0,0,0,0,,,
22.11.08,1227292200000.0,2008,11,31,65,36,25,36,17,,,
23.11.08,1227378600000.0,2008,11,16,26,43,34,38,34,,,
24.11.08,1227465000000.0,2008,11,3,12,31,6,20,0,,,
25.11.08,1227551400000.0,2008,11,4,0,0,0,0,0,,,
26.11.08,1227637800000.0,2008,11,56,32,64,40,93,67,,,
27.11.08,1227724200000.0,2008,11,97,95,109,86,138,116,,,
28.11.08,1227810600000.0,2008,11,162,136,148,194,236,160,,,
29.11.08,1227897000000.0,2008,11,64,82,62,37,17,53,,,
30.11.08,1227983400000.0,2008,11,22,25,7,37,27,15,,,
01.12.08,1200076200000.0,2008,01,7,7,2,6,14,7,,,
02.12.08,1202754600000.0,2008,02,14,0,0,11,2,0,,,
09.12.08,1221157800000.0,2008,09,2,2,4,0,2,0,,,
10.12.08,1223749800000.0,2008,10,4,2,3,20,6,15,,,
